DatasetName,pMSE,pMSE_time,s_pMSE,s_pMSE_time,Cluster_1,Cluster_1_time,BNLogLikelihood,BNLogLikelihood_time,GMLogLikelihood,GMLogLikelihood_time,ContinousKLDivergence,ContinousKLDivergence_time,DiscreteKLDivergence,DiscreteKLDivergence_time,KSComplement,KSComplement_time,CSTest,CSTest_time,CrossClassification,CrossClassification_time
SD0Q2_5,0.0194519643860498,0.02758419999997841,17.320656477109182,0.020469199999979537,2.2265478482907644,14.54760060000001,-0.7661644002635066,0.025219499999991513,-31.31905549040935,4.615527799999995,0.4425267523451657,0.14932650000002923,,0.0004007000000001426,0.8424479166666666,0.011686100000019906,0.687998010804892,0.001762499999983902,0.6259097525473071,0.15154439999997749
SD0Q2_6,0.013909359558588016,0.026056699999969624,14.535000874416669,0.015419399999984762,2.44929770875897,13.255107800000019,-0.756420320296142,0.025826999999992495,-32.85710221026836,4.860683400000028,0.44826865138013844,0.1470093000000361,,0.0009493000000020402,0.8484700520833334,0.01121330000000853,0.7122828454905403,0.0017351000000189742,0.6240928882438316,0.12681709999998247
SD0Q2_7,0.01741502953400098,0.02664759999998978,11.631821821084694,0.027962100000024748,2.748677972204557,13.761571300000014,-0.7604803536158773,0.024654999999995653,-31.46281302003001,4.752713000000028,0.4476407278640293,0.1311279999999897,,0.00031110000003309324,0.8474934895833333,0.007854399999985162,0.7021269749819105,0.0007329999999683423,0.623448275862069,0.13494379999997363
SD0Q2_8,0.019483754625642842,0.015263500000003205,16.581983028868745,0.019356499999958032,2.33057785119344,14.173798799999986,-0.7588563402879833,0.025020900000015445,-31.550797261766174,3.83981,0.4519154954298981,0.12442019999997456,,0.00038710000001174194,0.8444010416666666,0.008681400000000394,0.7061830640247252,0.0013217999999710628,0.5683563748079877,0.10939639999998008
SD0Q2_9,0.011333948696670038,0.02174990000003163,6.1828413402157265,0.014168699999970613,3.3586929206380938,12.783592800000008,-0.7206920270824719,0.024773100000004433,-31.883043625819795,3.8342255000000023,0.44676149446105556,0.09866749999997637,,0.00035619999999880747,0.84375,0.006241299999999228,0.8036755804676498,0.000910700000019915,0.5862068965517242,0.08922589999997399
SD0Q3_0,0.016975447477612354,0.020060300000011466,16.94221332596643,0.015064300000005915,1.2522125351224367,11.514401700000008,-0.7474882469927243,0.024527900000009595,-26.470782553440575,3.8626012999999944,0.7421902614314847,0.09506970000001047,,0.00036269999998239655,0.9116210937499999,0.005276800000046933,0.7348039575887315,0.0007143999999925654,0.6362204724409449,0.07750959999998486
SD0Q3_1,0.015980474644966505,0.021582500000022264,10.348783148333075,0.018078699999989567,1.0195787514206265,14.479842700000006,-0.7515482803124597,0.02477750000002743,-27.002198547618736,3.8076859999999897,0.7385703616644452,0.09912339999999631,,0.0003485000000296168,0.9158528645833334,0.0061978000000522115,0.7245374432305733,0.0009045000000469372,0.6339144215530903,0.08498339999999871
SD0Q3_2,0.014866876423029503,0.024386900000024525,14.671086731974574,0.020632100000000264,1.5447236171312206,12.270741600000008,-0.7353081470335189,0.02604639999998426,-26.156271915108263,3.798099200000024,0.7700141002135803,0.0974741999999651,,0.00035330000002886663,0.9134114583333334,0.006204200000013316,0.7658822937238158,0.0009387000000060652,0.6348228043143297,0.09292030000000295
SD0Q3_3,0.015232170922731244,0.026205500000003212,14.57760707702979,0.016563100000041686,1.2679657144152148,12.487704899999983,-0.7653523935995596,0.02475889999999481,-27.0525612942711,4.187731099999951,0.7501102406294203,0.13235969999999497,,0.0008326999999894724,0.9108072916666667,0.011238200000036613,0.6900099179554537,0.001594199999999546,0.6516516516516516,0.13089400000001206
SD0Q3_4,0.018761700878077502,0.02638579999995727,21.986470158821824,0.0225074999999606,1.3284165263419199,11.805531499999972,-0.754796306968248,0.029449899999974605,-26.42877792280514,4.619045700000015,0.7685611241145246,0.13382509999996728,,0.0006460999999831074,0.9155273437500001,0.012436499999978423,0.7163596459934592,0.0016185000000064065,0.645550527903469,0.1379112000000191
SD0Q3_5,0.016388406519920497,0.031076399999960813,12.945880850318934,0.0225322999999662,1.2494846766907808,15.05712729999999,-0.7499242669845657,0.026311799999973573,-27.257288480242764,4.967248200000029,0.7585079549947669,0.15273519999999507,,0.0006756999999879554,0.912109375,0.011427900000001046,0.7286382271174949,0.0016390999999771338,0.642089093701997,0.1830857000000492
SD0Q3_6,0.012878397393150913,0.0377397999999971,8.043328338563546,0.03405079999998861,1.1784899453851598,13.995866700000022,-0.7353081470335187,0.025702400000000125,-26.688729456038615,4.706705499999998,0.7359311661213674,0.13950320000003558,,0.0006601000000046042,0.9103190104166667,0.009940100000051189,0.7658822937238158,0.0010763000000224565,0.6294573643410852,0.14835809999999583
SD0Q3_7,0.01492284262039126,0.029138899999963996,13.463821029348827,0.028151400000012927,2.1744928372201944,12.689523500000007,-0.754796306968248,0.02632189999997081,-26.803554485475313,4.971751200000028,0.7449122919265088,0.15301649999997835,,0.00047969999997121704,0.9130859375000001,0.011393800000007559,0.7163596459934592,0.001707100000032824,0.6349693251533742,0.14149299999996856
SD0Q3_8,0.014198346059089461,0.02847750000000815,11.28626163021716,0.026296899999977086,1.6641096874111483,19.425444000000027,-0.7466762403287776,0.02562799999998333,-26.826608609281795,4.839097600000059,0.7558668731385104,0.16737140000009276,,0.0006917000000612461,0.9121093749999999,0.009801499999980479,0.7368630282191522,0.0009046999999782201,0.6382978723404256,0.15695909999999458
SD0Q3_9,0.01516071383357586,0.024770699999976387,12.461838115780308,0.022927999999978965,1.7298934492313467,14.279907499999922,-0.7247520604022072,0.0275222999999869,-26.77606265357372,4.92150079999999,0.7401916461315144,0.15436499999998432,,0.0006841000000576969,0.9025065104166666,0.007523999999989428,0.7931271540187986,0.0012277999999241729,0.6457990115321253,0.12909930000000713
SD0Q4_0,0.01864718691670488,0.02312090000009448,17.9866059741836,0.03490759999999682,0.7746335828611488,14.507703199999924,-0.7726604535750831,0.030837499999961437,-28.905454891314424,4.935618699999964,0.7170501948548479,0.12892779999992854,,0.0004109999999855063,0.86083984375,0.006960699999922326,0.6719832146250803,0.001006600000096114,0.6414473684210527,0.14519700000005287
SD0Q4_1,0.02156152743062747,0.04006909999998243,20.734576063344303,0.03429879999998775,1.1065256210237273,15.370844199999965,-0.7491122603206186,0.02724620000003597,-29.3886931599426,4.782003599999939,0.7307090673319081,0.14093400000001566,,0.00040669999998499407,0.8505859375,0.007242399999995541,0.7306915434824012,0.0010833999999704247,0.663316582914573,0.13620250000008127
SD0Q4_2,0.023430572999306634,0.03913380000005873,15.792799884250055,0.03508759999999711,1.0999897461850678,12.967347700000005,-0.7580443336240362,0.026104099999997743,-29.40569075601429,4.536914499999966,0.7157532105844797,0.16220129999999244,,0.0006771999999273248,0.8588867187500001,0.009536899999943671,0.7082142511458079,0.0011383000000932952,0.6450567260940032,0.12789100000009057
SD0Q4_3,0.02744912888178702,0.025897999999983767,14.06505675861001,0.03347719999999299,1.0951344722292409,11.925704400000086,-0.7466762403287776,0.03638709999995626,-29.521103802971307,4.30491690000008,0.7211183714376784,0.1430063999999902,,0.0006102999999484382,0.8523763020833334,0.011426199999959863,0.7368630282191522,0.0012547999999696913,0.6506849315068493,0.13058320000004642
SD0Q4_4,0.02110873974655147,0.024432499999988977,16.778226561301153,0.017950300000052266,1.1623626595620462,11.426271799999995,-0.756420320296142,0.029107500000009168,-29.08721584662977,4.3714804999999615,0.7200289184774055,0.13266009999995276,,0.000640199999907054,0.8611653645833334,0.011543200000005527,0.7122828454905403,0.001238000000057582,0.6532663316582915,0.13756200000000263
SD0Q4_5,0.024569544192515436,0.02609410000002299,20.054751219642167,0.028451900000050045,0.8795777518034138,12.409085599999912,-0.753984300304301,0.024652399999922636,-29.327435641568638,3.734153200000037,0.7208301250966436,0.08940020000000004,,0.0002943999999160951,0.8536783854166666,0.00465529999996761,0.7184010906478477,0.0006925000000137516,0.6621848739495798,0.08459919999995691
SD0Q4_6,0.020777259177657458,0.019673000000011598,15.151095936000635,0.018624699999918448,1.0898200680047043,11.392794199999912,-0.755608313632195,0.0249337000000196,-29.002860635268032,3.7108987000000297,0.7105838743193686,0.09602610000001732,,0.00034170000003541645,0.8522135416666666,0.007320299999946656,0.7143202265425928,0.0009905000000571818,0.6533996683250415,0.08822280000003957
SD0Q4_7,0.018794973428360322,0.01461359999996148,17.980397530809814,0.014170799999988049,1.3194542494523083,12.978791500000057,-0.7767204868948184,0.027274000000033993,-30.04110477669209,3.7825014999999667,0.7114609414592387,0.09358439999994062,,0.0004183000000921311,0.8513997395833334,0.007822900000064692,0.6620484783519133,0.0011606000000483618,0.6613418530351437,0.10381680000000415
SD0Q4_8,0.025522500858989106,0.020573000000013053,19.448067109394007,0.020367899999996553,1.3156197357358124,12.469056699999896,-0.7612923602798243,0.024611499999991793,-29.636695271869595,3.7620533999998997,0.7062972925945077,0.09722510000005968,,0.00036020000004555186,0.85498046875,0.0062642000000323605,0.700102098964976,0.0009162999999716703,0.641068447412354,0.07858679999992546
SD0Q4_9,0.022104573967162255,0.017071800000053372,22.875224085172725,0.017817300000047,1.2670923696939935,12.061872600000015,-0.7645403869356125,0.024507900000003247,-29.32583404609395,3.771698100000094,0.7124332408304739,0.09661019999998643,,0.00029729999994287937,0.8675130208333333,0.004781900000011774,0.6920240183772164,0.000703700000030949,0.6448445171849426,0.08342770000001565
