DatasetName,pMSE,pMSE_time,s_pMSE,s_pMSE_time,Cluster_1,Cluster_1_time,BNLogLikelihood,BNLogLikelihood_time,GMLogLikelihood,GMLogLikelihood_time,ContinousKLDivergence,ContinousKLDivergence_time,DiscreteKLDivergence,DiscreteKLDivergence_time,KSComplement,KSComplement_time,CSTest,CSTest_time,CrossClassification,CrossClassification_time,SDG
SD0Q2_1,0.03909105738593275,0.05460470000002715,31.24225193683977,0.053961599999979626,4.369082835276974,36.86383839999996,-0.736932160361413,0.08877830000005815,-28.45274124238841,9.846946600000024,0.5864371149233002,0.26926590000005035,,0.0008510999999771229,0.849609375,0.015189200000008896,0.7617154319417879,0.0021279000000049564,0.6570605187319885,0.2759750999999824,SD0Q2
SD0Q2_2,0.04823449384822541,0.05919090000008964,37.85079570801003,0.06309480000004442,4.000189788199581,36.47979310000005,-0.770224433583242,0.09082449999993969,-28.639821258176365,9.512667399999941,0.5767436805816105,0.2631977999999435,,0.0008879000000661108,0.8444010416666666,0.016115600000034647,0.6779718138099993,0.002133200000002944,0.6203346203346204,0.2898648000000321,SD0Q2
SD0Q2_3,0.047158596833019706,0.07218699999998535,34.391606054719894,0.06741980000003878,4.046667960054829,39.40906610000002,-0.7458642336648303,0.08999710000000505,-28.751414699135214,9.60427900000002,0.5829193891027965,0.26398249999999734,,0.0008340000000544023,0.8444010416666667,0.015422199999989061,0.7389239897585508,0.002250199999934921,0.66189111747851,0.28255239999998594,SD0Q2
SD0Q2_4,0.03809174612149705,0.05081960000006802,35.950118638393214,0.05242190000001301,3.996255029948595,35.3557452,-0.7596683469519302,0.08967489999997724,-28.313738905772396,9.487419700000032,0.5911107793991375,0.2614672999999357,,0.0009223000000702086,0.8518880208333334,0.015062400000033449,0.704153967645154,0.00219480000009753,0.642570281124498,0.2683550000000423,SD0Q2
SD0Q2_5,0.03604214301597859,0.06078730000001542,39.88020868582666,0.06046189999995022,3.943769828464361,46.09667980000006,-0.7434282136729893,0.09193299999992632,-28.846805886221432,9.341854199999943,0.5790011889448868,0.26439460000005965,,0.0011702000000468615,0.8505859374999999,0.016214100000070175,0.745118083049664,0.002108199999952376,0.6512301013024602,0.2744985000000497,SD0Q2
SD0Q2_6,0.04690018598470547,0.06727219999993395,37.1402821518334,0.06287870000005569,3.551151947713892,38.47524300000009,-0.7458642336648303,0.09128419999990456,-28.107708505883192,9.111258399999997,0.5892516254281776,0.2724694000000909,,0.0008602999999993699,0.85302734375,0.015148100000033082,0.7389239897585508,0.002270999999950618,0.627450980392157,0.2714644999999791,SD0Q2
SD0Q2_7,0.04374895418134693,0.06787229999997635,44.52425127387288,0.060742200000049706,3.5923722552744106,43.16790709999998,-0.7572323269600892,0.09074820000000727,-28.916995431752273,9.30763980000006,0.5736540453689948,0.2699754999999868,,0.0008624999999256033,0.8470052083333334,0.015387799999984964,0.7102475159889965,0.002119300000003932,0.6629055007052186,0.2748312999999598,SD0Q2
SD0Q2_8,0.054255044844598234,0.06227030000002287,39.391863668917054,0.05824259999997139,3.7839736041571106,38.18523540000001,-0.7686004202553479,0.0896248999999898,-29.023092766634658,9.85898330000009,0.5547056146499323,0.2816510999999764,,0.0009655999999722553,0.8390299479166666,0.017006799999990108,0.6819755748408967,0.002172900000005029,0.6482939632545932,0.27673809999998866,SD0Q2
SD0Q2_9,0.05243571936551547,0.05710339999995995,37.71561550783449,0.059991399999944406,4.579566510992986,30.278663900000083,-0.7474882469927245,0.025509199999987686,-28.654782830738284,3.6652476000000433,0.5648257816733001,0.10407550000002175,,0.00031620000004295434,0.8430989583333334,0.004973700000050485,0.7348039575887315,0.0007213000000092507,0.65283540802213,0.07422170000006645,SD0Q2
SD0Q3_0,0.012340967457936324,0.02509969999994155,13.942639408295427,0.022829500000057124,0.9544044606119356,13.31329089999997,-0.7450522270008834,0.08233929999994416,-26.35810583822793,3.839571699999965,0.7512544940576086,0.1569025999999667,,0.0008643999999549123,0.884765625,0.015210900000056427,0.7409868285490413,0.002085900000110996,0.64804469273743,0.26636519999999564,SD0Q3
SD0Q3_1,0.018503862712376848,0.06080890000009731,10.851052114399206,0.05240619999995033,1.1541162485108452,44.73655919999999,-0.7377441670253599,0.08959919999983867,-26.085577134409704,7.216671199999837,0.7513132027693706,0.10938549999991665,,0.0006493000000773463,0.8834635416666666,0.008114100000057078,0.7596345805930761,0.0008038999999371299,0.6616541353383459,0.0885812999999871,SD0Q3
SD0Q3_2,0.014413285542785845,0.02166320000014821,19.162038209469383,0.02764840000008917,1.6786610608450092,12.844931200000019,-0.7612923602798244,0.025678799999923285,-26.283833894159113,3.530825600000071,0.7492099775408507,0.10440520000020115,,0.0003171000000747881,0.8811848958333333,0.004830899999888061,0.700102098964976,0.0007462999999461317,0.6554934823091249,0.0944953999999143,SD0Q3
SD0Q3_3,0.013852642387295206,0.022231700000020282,13.145295580254071,0.01733779999995022,1.6551038923757866,12.324145799999997,-0.7336841337056246,0.025970000000143045,-26.390378978381445,7.656813900000088,0.7565540170005123,0.2798326000001907,,0.0008643000001029577,0.8785807291666666,0.015492499999936626,0.7700559399305362,0.0022378999999546068,0.6451612903225806,0.2862918000000718,SD0Q3
SD0Q3_4,0.013901023409693068,0.0595671000000948,14.394699849986978,0.06005549999986215,1.204905579045681,38.22561960000007,-0.7523602869764069,0.09577140000010331,-26.042629295381914,9.272232000000031,0.7434455794061536,0.2677410000001146,,0.000895700000000943,0.88818359375,0.015579999999999927,0.7224900025695513,0.0022612000000208354,0.6411657559198544,0.2688536999999087,SD0Q3
SD0Q3_5,0.012723457393435493,0.058698399999912,11.353927589254686,0.05876210000019455,1.321850475501616,39.76231609999991,-0.7523602869764069,0.08686130000000958,-26.38739908730231,9.34143139999992,0.7388828955557095,0.2701524999999947,,0.0008804999999938445,0.8894856770833333,0.015582400000084817,0.7224900025695513,0.002108200000066063,0.6526717557251909,0.27116579999983514,SD0Q3
SD0Q3_6,0.021374493799053162,0.06418959999996332,19.775357054136318,0.06725940000001174,1.4227809437745103,39.2361985,-0.756420320296142,0.08721439999999347,-25.656003248159717,9.513867699999992,0.7534694180363274,0.2720093000000361,,0.0008808000000044558,0.8849283854166667,0.015190500000016982,0.7122828454905403,0.0021151999999347026,0.6714031971580816,0.28208440000003066,SD0Q3
SD0Q3_7,0.022793475709364498,0.06242399999996451,16.50538600474527,0.05552949999992052,1.2334175976924007,39.38120079999999,-0.7491122603206186,0.09036279999986618,-26.328940019124857,9.564806999999973,0.7340058261783444,0.2614372000000458,,0.0008709999999609863,0.8743489583333334,0.015540899999905378,0.7306915434824012,0.0021372999999584863,0.6467289719626169,0.2806338999998843,SD0Q3
SD0Q3_8,0.013191742867128134,0.060623099999929764,11.13744535222228,0.05964529999982915,1.4442912575827025,36.20989099999997,-0.7588563402879833,0.08963339999991149,-26.118642245962715,9.214966300000015,0.7436930271238876,0.2621573999999782,,0.0009036999999807449,0.8854166666666667,0.0153434000001198,0.7061830640247252,0.0022550999999566557,0.6608695652173914,0.25971929999991517,SD0Q3
SD0Q3_9,0.016416611048668,0.060830299999906856,13.122690422171244,0.05931280000004335,1.3160816856582618,45.38971129999982,-0.7515482803124597,0.09149440000010145,-26.442665867016263,9.249638600000026,0.7548184171951708,0.26746959999991304,,0.0008609000001342793,0.8813476562500001,0.015366999999969266,0.7245374432305733,0.0022203999999419466,0.6666666666666666,0.2733859999998458,SD0Q3
SD0Q4_0,0.06045671581130538,0.05473749999987376,43.75743243422495,0.0516791000000012,4.996970167903685,41.456152500000144,-0.7661644002635066,0.0925896000001103,-30.76902295694181,9.285447400000066,0.6397943044357204,0.2636852999999064,,0.0008900000000267028,0.8400065104166667,0.015839200000073106,0.687998010804892,0.002175000000079308,0.6752411575562701,0.27952090000007956,SD0Q4
SD0Q4_1,0.041120382981502245,0.05939340000008997,34.18582931387174,0.06253110000011475,4.75283334967697,38.31326160000003,-0.7588563402879832,0.0918867999998838,-31.192185947219368,9.394229600000017,0.637740184538751,0.32541139999989355,,0.0012335000001257868,0.8349609374999999,0.02332369999999173,0.7061830640247252,0.0035792000001038105,0.6613162118780097,0.3102337999998781,SD0Q4
SD0Q4_2,0.04469528689130959,0.07174479999980576,41.304138325419515,0.06441990000007536,4.484451016871579,41.113628500000004,-0.7604803536158773,0.025997500000130458,-30.874391461927427,3.5585687000000235,0.6384010144465967,0.10772339999994074,,0.00032050000004346657,0.8286132812500001,0.005146700000068449,0.7021269749819105,0.0007304999999178108,0.6709470304975923,0.07619959999988168,SD0Q4
SD0Q4_3,0.05232607255229045,0.02659470000003239,40.17804347397225,0.024026800000001458,5.7288327241358745,11.516097100000025,-0.7580443336240362,0.02638299999989613,-30.578943949913434,3.6585251999999855,0.6602477049061457,0.09788430000003245,,0.0003057000001263077,0.837890625,0.004926899999873058,0.7082142511458079,0.0007045999998354091,0.6551724137931035,0.08456810000006953,SD0Q4
SD0Q4_4,0.047286740678972906,0.019641399999954956,36.685518016845165,0.019938300000148956,5.124918358466947,39.55732550000016,-0.7450522270008832,0.08858319999990272,-30.57652118975484,9.598473799999965,0.6529038836580661,0.3731619000000137,,0.0014134000000467495,0.83203125,0.028854899999942063,0.7409868285490413,0.004027199999882214,0.6464646464646464,0.2356569999999465,SD0Q4
SD0Q4_5,0.05773363964947781,0.05834840000011354,45.530225597982536,0.06240250000018932,5.669911657800745,42.18008489999988,-0.7580443336240362,0.0969419000000471,-30.156066527396593,9.243607699999984,0.6570878984647398,0.29559770000014396,,0.000838599999951839,0.8292643229166666,0.015245099999901868,0.7082142511458079,0.0021190999998452753,0.6466666666666667,0.26360749999980726,SD0Q4
SD0Q4_6,0.0456231687116226,0.05988129999991543,51.2228677735886,0.05923339999981181,5.41340597663292,43.54641880000008,-0.7612923602798243,0.08913480000001073,-31.54883605712963,9.580288699999983,0.6543961266831027,0.2905570999998872,,0.0009056999999756954,0.8330078125000001,0.01534710000009909,0.700102098964976,0.002142399999911504,0.6559485530546624,0.2798476999998911,SD0Q4
SD0Q4_7,0.04458982227229841,0.05032049999999799,42.69217786568151,0.05247660000009091,4.940778396555968,35.830184300000155,-0.7645403869356127,0.09016599999995378,-31.201416348057407,9.64655249999987,0.6373009051952473,0.2891652000000704,,0.0009242999999514723,0.8344726562499999,0.017290099999854647,0.6920240183772164,0.0021593000001303153,0.654109589041096,0.2855784000000767,SD0Q4
SD0Q4_8,0.0525156185195942,0.05825320000008105,47.090420542577164,0.06126329999983682,5.583951899883011,40.73616859999993,-0.7677884135914006,0.09942649999993591,-31.345479095684443,9.39147610000009,0.6374338316050624,0.27021530000001803,,0.0008636000000024069,0.8294270833333333,0.01583119999986593,0.6839808267083878,0.0022349999999278225,0.662251655629139,0.2792948000001161,SD0Q4
SD0Q4_9,0.052801828438593934,0.06629999999995562,49.03641418659368,0.05854000000022097,5.239990002265225,39.82339909999996,-0.7686004202553479,0.0879182999999557,-30.911151497815727,9.410576300000002,0.6568226011855728,0.2759024000001773,,0.0009337999999843305,0.82861328125,0.01574110000001383,0.6819755748408967,0.0022240999999212363,0.6688206785137318,0.2880299000000832,SD0Q4
