Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,C,algorithm,class_weight,dual,fit_intercept,intercept_scaling,l1_ratio,leaf_size,max_iter,metric,metric_params,multi_class,n_jobs,n_neighbors,p,penalty,random_state,solver,tol,verbose,warm_start,weights,AUC,Accuracy,F1-score,Kappa,MCC,val_Accuracy,val_F1-score,Dataset ID,Dataset Type,model,Run ID,USI,model run id,model run name
2023-04-11 23:51:31,30.6s,f483b9e2cb0b4d718337a631a68b6b7f,SD0Q2_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,2.506,,None,False,True,1,None,,1000,,,auto,None,,,l2,202,lbfgs,0.0001,0,False,,0.5285559701492537,0.7239583333333334,0.7141874100340554,0.43638881196344503,0.4494436476858768,0.8485,0.8549,SD0Q2_0,synthetic,SD0Q2_0-Orignal_Logistic Regression,f483b9e2cb0b4d718337a631a68b6b7f,129f,,
2023-04-11 23:51:31,2.9min,be98c6eee9154734b7e39db7976880d4,SD0Q2_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q2_0,synthetic,,be98c6eee9154734b7e39db7976880d4,129f,,
2023-04-11 23:50:17,1.2min,d125f5730a1f42e5b649ed536f426ad7,SD0Q1_2-K-Nearest Neighbor,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,auto,,,,,,30,,manhattan,None,,-1,33,2,,,,,,,uniform,0.4972462686567165,0.6106770833333334,0.5826564865518162,0.16696172040514257,0.16767189708615243,0.6593,0.4933,SD0Q1_2,synthetic,knn,d125f5730a1f42e5b649ed536f426ad7,a9e7,,
2023-04-11 23:49:05,1.2min,efdf7a90cace48b7b16f420f4cf25ffa,SD0Q1_2-Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,1.0,,None,False,True,1,None,,1000,,,auto,None,,,l2,3009,lbfgs,0.0001,0,False,,0.6115671641791045,0.5885416666666666,0.5869281045751633,0.2188690905345555,0.24576144911460343,0.6968,0.6277,SD0Q1_2,synthetic,lr,efdf7a90cace48b7b16f420f4cf25ffa,a9e7,,
2023-04-11 23:48:36,29.6s,fa6a1faf4cc54f8082e6a2f84f25add3,SD0Q1_2-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,2.506,,None,False,True,1,None,,1000,,,auto,None,,,l2,202,lbfgs,0.0001,0,False,,0.6123171641791045,0.5872395833333334,0.5858176009145983,0.21814865246769255,0.24586038984824762,0.7033,0.6346,SD0Q1_2,synthetic,SD0Q1_2-Orignal_Logistic Regression,fa6a1faf4cc54f8082e6a2f84f25add3,a9e7,,
2023-04-11 23:48:36,2.9min,83b386974dd4474aa2aad4757527061a,SD0Q1_2-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_2,synthetic,,83b386974dd4474aa2aad4757527061a,a9e7,,
2023-04-11 23:47:23,1.2min,5e2987b89ee241429b3fc29f1d6b926a,SD0Q1_1-K-Nearest Neighbor,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,auto,,,,,,30,,minkowski,None,,-1,35,2,,,,,,,distance,0.39589925373134327,0.6614583333333334,0.5688076564281519,0.1653290529695024,0.18022395388876702,0.6856,0.6283,SD0Q1_1,synthetic,knn,5e2987b89ee241429b3fc29f1d6b926a,6280,,
2023-04-11 23:46:12,1.2min,8384f2990f124b1b90d2af9c7571ad72,SD0Q1_1-Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,1.0,,None,False,True,1,None,,1000,,,auto,None,,,l2,8157,lbfgs,0.0001,0,False,,0.4870373134328358,0.6796875,0.6297707231040565,0.26315132605304214,0.26615314187017375,0.7134,0.6882,SD0Q1_1,synthetic,lr,8384f2990f124b1b90d2af9c7571ad72,6280,,
2023-04-11 23:45:41,31.2s,97b4ddebe8b342268f372dbe175dfdeb,SD0Q1_1-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,2.506,,None,False,True,1,None,,1000,,,auto,None,,,l2,202,lbfgs,0.0001,0,False,,0.48848880597014926,0.6796875,0.6297707231040565,0.26315132605304214,0.26615314187017375,0.7134,0.6882,SD0Q1_1,synthetic,SD0Q1_1-Orignal_Logistic Regression,97b4ddebe8b342268f372dbe175dfdeb,6280,,
2023-04-11 23:45:41,2.9min,ff4c7ceff6a344149b23253d3bba8414,SD0Q1_1-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_1,synthetic,,ff4c7ceff6a344149b23253d3bba8414,6280,,
2023-04-11 23:44:22,1.3min,5d622da434824be2b0335954083b0603,SD0Q1_0-K-Nearest Neighbor,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,auto,,,,,,30,,euclidean,None,,-1,31,2,,,,,,,uniform,0.42892910447761196,0.3463541666666667,0.3166969147005445,-0.07408397967370961,-0.1360456818836005,0.6678,0.6657,SD0Q1_0,synthetic,knn,5d622da434824be2b0335954083b0603,6ff3,,
2023-04-11 23:42:56,1.4min,abf616895a21432daf8b6ce2205e8383,SD0Q1_0-Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,0.059,,{},False,True,1,None,,1000,,,auto,None,,,l2,3137,lbfgs,0.0001,0,False,,0.5430820895522388,0.3997395833333333,0.3996897121783731,-0.10570893191755149,-0.1255627477257385,0.6809,0.6903,SD0Q1_0,synthetic,lr,abf616895a21432daf8b6ce2205e8383,6ff3,,
2023-04-11 23:42:18,37.7s,9f2180dee6d94db383e71da1519bd09c,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,2.506,,None,False,True,1,None,,1000,,,auto,None,,,l2,202,lbfgs,0.0001,0,False,,0.5492462686567164,0.4036458333333333,0.4034475974682342,-0.10411330420370657,-0.12237542162680931,0.6777,0.6861,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,9f2180dee6d94db383e71da1519bd09c,6ff3,,
2023-04-11 23:42:18,3.3min,c0cb72cd4c26407abac205196a6177ab,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,c0cb72cd4c26407abac205196a6177ab,6ff3,,
2023-04-11 23:42:16,18.3min,f5d9c82b380e425297f20fd640ae681d,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,f5d9c82b380e425297f20fd640ae681d,,,
2023-04-11 23:40:46,1.5min,c518c459ecad45a6a4adcecd2dccd07f,SD0Q1_0-Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,lr,c518c459ecad45a6a4adcecd2dccd07f,0d55,,
2023-04-11 23:40:11,34.5s,bfd2116e3d824556abfee66bfcc40e0a,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,2.506,,None,False,True,1,None,,1000,,,auto,None,,,l2,202,lbfgs,0.0001,0,False,,0.5457014925373135,0.4127604166666667,0.41263992213029266,-0.06779786420696965,-0.08289060705939341,0.6937,0.6959,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,bfd2116e3d824556abfee66bfcc40e0a,0d55,,
2023-04-11 23:40:11,2.1min,5749b3edb4b74c70b092dfe8108530c1,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,5749b3edb4b74c70b092dfe8108530c1,0d55,,
2023-04-11 23:40:09,2.1min,f594dce9cf434b4da7aab806d3e4f976,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,f594dce9cf434b4da7aab806d3e4f976,,,
2023-04-11 23:39:04,1.1min,1a65677d9d6e4b82ac1afd9b33f66870,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,1a65677d9d6e4b82ac1afd9b33f66870,e02d,,
2023-04-11 23:39:04,1.1min,df9db8c551bb4ae6a0748ba699838ffa,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,df9db8c551bb4ae6a0748ba699838ffa,e02d,,
2023-04-11 23:39:01,1.1min,e163673eeae5404087cd0c8c63e10bbd,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,e163673eeae5404087cd0c8c63e10bbd,,,
2023-04-11 23:23:01,15.8min,f54deac92a814b9397c98a86cb721d70,SD0Q1_0-Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,lr,f54deac92a814b9397c98a86cb721d70,93ff,,
2023-04-11 23:22:25,36.3s,ebeb896c3cb14140a25e0ad812d41094,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,2.506,,None,False,True,1,None,,1000,,,auto,None,,,l2,202,lbfgs,0.0001,0,False,,0.5609962686567165,0.4127604166666667,0.4122332617789053,-0.0944111625085311,-0.10954498854513427,0.6824,0.682,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,ebeb896c3cb14140a25e0ad812d41094,93ff,,
2023-04-11 23:22:25,,514737b7306746a9af8e6f6259c9b517,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,RUNNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,514737b7306746a9af8e6f6259c9b517,93ff,,
2023-04-11 23:22:23,,e0caa13239bd4b23baf201c34a0f5633,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,RUNNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,e0caa13239bd4b23baf201c34a0f5633,,,
2023-04-11 23:20:38,1.7min,3c977d5b4bd840f1b9a0c6cfea8b028b,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,3c977d5b4bd840f1b9a0c6cfea8b028b,6414,,
2023-04-11 23:20:38,1.7min,a6630ea37d3f473fa1849e841230c435,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,a6630ea37d3f473fa1849e841230c435,6414,,
2023-04-11 23:20:35,1.8min,756ddaab20b54010b2fcf5ca5d1c0cce,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,756ddaab20b54010b2fcf5ca5d1c0cce,,,
2023-04-11 23:19:21,1.2min,be28c90b81564ac0a4189b5bc6eb5e61,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,be28c90b81564ac0a4189b5bc6eb5e61,2e50,,
2023-04-11 23:19:21,1.2min,c3c9e79e6dd14c07bd757903af31d12d,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,c3c9e79e6dd14c07bd757903af31d12d,2e50,,
2023-04-11 23:19:15,1.3min,d6d7470fc9214d258bddc85288fa8a19,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,d6d7470fc9214d258bddc85288fa8a19,,,
2023-04-11 16:45:47,,398282db210f4b82aca3f68a1a0b9b63,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,RUNNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,398282db210f4b82aca3f68a1a0b9b63,6c3f,,
2023-04-11 16:45:47,,f0dec0f8c4f64a56acca7c89c81340a0,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,RUNNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,f0dec0f8c4f64a56acca7c89c81340a0,6c3f,,
2023-04-11 16:45:45,,f66197073a4844889845ac4760457eeb,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,RUNNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,f66197073a4844889845ac4760457eeb,,,
2023-04-11 16:39:10,1.8min,7f1a2ae43d9b426ba50c822529e7edd5,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,7f1a2ae43d9b426ba50c822529e7edd5,bfed,,
2023-04-11 16:39:10,1.8min,1a73304ed20746f0a4f73a45b10f43ef,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,1a73304ed20746f0a4f73a45b10f43ef,bfed,,
2023-04-11 16:39:07,1.8min,125eb0d0fdcb4a649beacb5b1fc15393,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,125eb0d0fdcb4a649beacb5b1fc15393,,,
2023-04-11 16:36:49,2.2min,46fbeb7c1ba64f5ba00d4212290b9c7b,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,46fbeb7c1ba64f5ba00d4212290b9c7b,2ab2,,
2023-04-11 16:36:49,,21e60c5eb3f64fe39613ae87ea4c046e,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,RUNNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,21e60c5eb3f64fe39613ae87ea4c046e,2ab2,,
2023-04-11 16:36:47,,7a58a97fc43f482eabfec565da517f0b,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,RUNNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,7a58a97fc43f482eabfec565da517f0b,,,
2023-04-11 16:34:17,2.4min,993c513b4059418c84bcb098d9fa883a,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,993c513b4059418c84bcb098d9fa883a,c5f0,,
2023-04-11 16:34:17,,70062ce30af748c68545628b40472c1c,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,RUNNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,70062ce30af748c68545628b40472c1c,c5f0,,
2023-04-11 16:34:14,,2139749a496b489d859f16109ecf955f,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,RUNNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,2139749a496b489d859f16109ecf955f,,,
2023-04-11 16:13:03,16.6min,17659c10adde48a8bd4c877864e8f3c1,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,17659c10adde48a8bd4c877864e8f3c1,4df7,,
2023-04-11 16:13:03,16.6min,dc0b96005e424553a271847f4b06c40d,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,dc0b96005e424553a271847f4b06c40d,4df7,,
2023-04-11 16:13:00,16.7min,4c51c6bd953d4d2cada84f50d164ba04,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,4c51c6bd953d4d2cada84f50d164ba04,,,
2023-04-11 16:09:00,2.0min,2a38c23a20434710943824cdfe7bc134,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,2a38c23a20434710943824cdfe7bc134,2938,,
2023-04-11 16:09:00,2.3min,0476d9c0b4cb44f293d1678c7e63fb88,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,0476d9c0b4cb44f293d1678c7e63fb88,2938,,
2023-04-11 16:08:58,3.2min,37a69b20e3a547c3af62dfd67b6a07f3,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,37a69b20e3a547c3af62dfd67b6a07f3,,,
2023-04-11 16:05:05,3.8min,836a40ee7e754af79062895e5a995362,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,836a40ee7e754af79062895e5a995362,be7d,,
2023-04-11 16:05:05,3.9min,41f09713139f4cf7adbeb21c06af3cd0,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,41f09713139f4cf7adbeb21c06af3cd0,be7d,,
2023-04-11 16:05:03,3.9min,f80dd0ef3b864822a7a8c45c2e0cee77,Synthetic data models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,synthetic,,f80dd0ef3b864822a7a8c45c2e0cee77,,,
2023-04-11 16:03:30,1.5min,f0dc108879a3429481d7168f6f5acc09,SD0Q1_0-Orignal_Logistic Regression,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,SD0Q1_0-Orignal_Logistic Regression,f0dc108879a3429481d7168f6f5acc09,cc35,,
2023-04-11 16:03:29,1.5min,8c19140dadfe48c881ae7dae26f99be7,SD0Q1_0-models,LOCAL,C:\Users\flore\miniconda3\envs\master\lib\site-packages\ipykernel_launcher.py,flore,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD0Q1_0,synthetic,,8c19140dadfe48c881ae7dae26f99be7,cc35,,
